Density Values
0.0423715
0.0459802
0.0453919
0.048714
0.0407736
0.0300887
0.0611508
0.108357
0.113683
0.0980012
0.126481
0.133609
0.0996013
0.0573581
0.0476851
0.0293122
0.00624834
0.00262255
0.00514028
0.00346322
0.00316374
0.00619273
0.0102249
0.00396591
0.000620342
0.00155941
0.0476658
0.0364804
0.00448999
0.0330065
0.0523291
0.0830916
0.119067
0.231486
0.130725
0.209214
0.226733
0.195517
0.183726
0.176308
0.104361
0.0925208
0.0818338
0.0390088
0.0670333
0.0634417
0.0424549
0.0714056
0.079853
0.0927968
0.121127
0.139699
0.110087
0.112198
0.110526
0.109987
0.101097
0.109257
0.0952332
0.0932823
0.0984226
0.139712
0.10924
0.101976
0.0856286
0.0666804
0.0555784
0.00653712
0.006443
0.0111875
0.0119683
0.00788904
0.00413918
0.00622267
0.0190552
0.0345424
0.0151513
0.0115533
0.0103704
0.0183279
0.030647
0.0498926
0.0336418
0.0373211
0.0466861
0.0413982
0.0345595
0.0476508
0.0430902
0.05299
0.0600641
0.072933
0.0637648
0.0707425
0.0943947
0.0974536
0.104902
0.15346
0.161875
0.183641
0.174034
0.206315
0.214172
0.232209
0.250203
0.260927
0.216196
0.305976
0.272471
0.247938
0.154861
0.143573
0.157866
0.128509
0.15398
0.130441
0.163011
0.185003
0.178787
0.137887
0.124682
0.102466
0.10912
0.123857
0.148127
0.13114
0.0973573
0.0948011
0.0832884
0.10819
0.0903389
0.0398966
0.0517665
0.0550586
0.0640407
0.065352
0.0700238
0.0699382
0.0699853
0.0655338
0.082313
0.090955
0.100245
0.09912
0.081575
0.0484958
0.0400527
0.0360226
0.0360932
0.00467396
0.0179578
0.0232029
0.0158936
0.011609
0.0137759
0.0134828
0.0160155
0.00814573
0.0117566
0.0113437
0.00997895
0.0179749
0.0151813
0.0110571
0.00532425
0.00573068
0.0114913
0.00571143
0.0133502
0.0188584
0.0171043
0.0267688
0.0191835
0.020082
0.0099982
0.0167599
0.0251602
0.025203
0.0122357
0.0173439
0.0102677
0.0138208
0.0152754
0.0190402
0.00857783
0.0157973
0.0196927
0.0125523
0.0181397
0.0146294
0.0143598
0.037582
0.00763235
0.00870404
0.00731148
0.0113245
0.013301
0.011241
0.00669969
0.0060109
0.00294983
0.0023573
0.0297187
0.00748261
0.00999392
0.00727939
0.0228307
0.0123919
0.00964953
0.0144176
0.00499268
0.01999
0.00274662
0.00804947
0.0121715
0.0113523
0.0109758
0.0144604
0.010657
0.00781417
0.00683874
0.015361
0.0135128
0.00534992
0.00483225
0.00551891
0.00324289
0.0117608
0.00757673
0.00268458
0.00499482
0.00634246
0.00806659
0.00949551
0.00350814
0.00362151
0.0173268
0.0138764
0.00859281
0.0141032
0.0160348
0.0117672
0.0154807
0.05954
0.0733651
0.0663787
0.059786
0.0614224
0.0603229
0.0624791
0.0645669
0.064599
0.0782615
0.0708709
0.0750614
0.0617412
0.00585689
0.00718955
0.0125138
0.0275389
0.0286427
0.0197975
0.0221526
0.0479717
0.057249
0.055465
0.0709222
0.0927497
0.00776497
0.00549538
0.00829119
0.0201825
0.0189247
0.0144925
0.0201889
0.0211729
0.0289999
0.0399244
0.0293572
0.0382323
0.0244372
0.0157481
0.0140005
0.0221013
0.0287026
0.0240778
0.0200028
0.0215344
0.0171856
0.0142187
0.0130336
0.0125673
0.0326428
0.0137245
0.0157845
0.0212606
0.0243281
0.0340268
0.022942
0.0311005
0.0280459
0.0249206
0.0458347
0.0155513
0.018375
0.0257121
0.00923882
0.0228008
0.0109972
0.00640664
0.0158251
0.0136582
0.0134507
0.0101415
0.00560233
0.0177867
0.0208756
0.0752817
0.023973
0.0254041
0.0241506
0.018514
0.0350579
0.0480851
0.0451374
0.0418218
0.0204905
0.0280758
0.0190488
0.0243602
0.171668
0.195838
0.213366
0.198028
0.234628
0.233982
0.235225
0.241054
0.238308
0.0951861
0.0903218
0.201744
0.0931133
0.155192
0.283043
0.456775
0.505947
0.486921
0.419212
0.408649
0.275828
0.389496
0.319765
0.262011
0.325354
0.343847
0.355584
0.428967
0.408741
0.297751
0.349882
0.358992
0.357394
0.466102
0.43505
0.475199
0.492432
0.41995
0.396968
0.386599
0.387521
0.408155
0.461911
0.44019
0.458212
0.409456
0.447181
0.39344
0.244043
0.338157
0.374205
0.465539
0.411556
0.272148
0.337539
0.367382
0.351777
0.397864
0.425146
0.396054
0.410183
0.305328
0.251654
0.323508
0.309613
0.314466
0.336976
0.232042
0.264323
0.373157
0.383044
0.420117
0.353079
0.296635
0.380235
0.253891
0.32937
0.38637
0.303574
0.374633
0.368637
0.390199
0.385063
0.445074
0.429619
0.399006
0.333235
0.473216
0.483323
0.387252
0.371121
0.320216
0.296511
0.285195
0.29054
0.237431
0.292861
0.285635
0.186473
0.236171
0.239702
0.319637
0.248761
0.118363
0.332944
0.271853
0.273
0.231225
0.280339
0.22245
0.290455
0.267823
0.288348
0.302209
0.261611
0.258426
0.270371
0.386296
0.299172
0.310903
0.313309
0.314824
0.309613
0.246449
0.267387
0.202591
0.132541
0.0913165
0.088818
0.0613411
0.0468209
0.0245249
0.0285978
0.0226083
0.0259602
0.023434
0.024465
0.0321936
0.0254982
0.0345103
0.0515141
0.0224008
0.0167343
0.0180434
0.014531
0.0145738
0.0138251
0.0137545
0.00766871
0.00705907
0.00717672
0.00406431
0.00485364
0.0110186
0.0169033
0.0225911
0.0166958
0.0364419
0.0395778
0.0876629
0.111313
0.11373
0.142403
0.0377489
0.0994344
0.0787257
0.0333252
0.0705671
0.0943177
0.136039
0.134298
0.0635958
0.138869
0.129737
0.0925422
0.0645797
0.0302214
0.0368676
0.0125266
0.0293614
0.0331113
0.0316118
0.0582245
0.0584833
0.0705543
0.0810038
0.144313
0.148238
0.168265
0.132122
0.136676
0.132368
0.105323
0.0584576
0.067121
0.0335477
0.0318342
0.0312674
0.0617711
0.00261827
0.0090955
0.00395308
0.0158273
0.00676387
0.0283218
0.0449256
0.0492231
0.0436122
0.016976
0.0018653
0.0243067
0.0254191
0.0389532
0.0373767
0.0430496
0.0437491
0.0223494
0.0239238
0.0179578
0.0186124
0.0187065
0.0372162
0.0341338
0.0242597
0.0132732
0.0186702
0.0477449
0.0933315
0.0599807
0.0804733
0.100142
0.100303
0.124111
0.155143
0.141357
0.160382
0.165963
0.133806
0.0995007
0.107251
0.110143
0.209907
0.169619
0.156769
0.175013
0.189427
0.160602
0.195998
0.189042
0.18911
0.167815
0.225319
0.217772
0.255532
0.231978
0.172586
0.105163
0.0646375
0.134815
0.14946
0.173356
0.191431
0.224885
0.218087
0.2567
0.17877
0.179206
0.174053
0.175294
0.169948
0.13842
0.119206
0.149045
0.157475
0.17675
0.18172
0.134308
0.119221
0.144078
0.196516
0.191761
0.228532
0.108226
0.120378
0.123778
0.125084
0.135478
0.165556
0.181307
0.186708
0.202172
0.173766
0.151197
0.126081
0.121298
0.0726634
0.0701799
0.0608149
0.0738293
0.0565046
0.0503547
0.0642888
0.047392
0.0460251
0.0494798
0.0462732
0.050483
0.0374901
0.0232179
0.0255346
0.0372141
0.0321016
0.0988462
0.0790551
0.0467182
0.00537986
0.0350814
0.0153139
0.0194702
0.0227195
0.005136
