Density Values
2.35302e-05
0.085866
0.0891025
0.0629048
0.0626011
0.0681093
0.0616085
0.0745181
0.0961573
0.0994793
0.101005
0.0788797
0.0785567
0.0534328
0.0363007
0.0499055
0.094953
0.103732
0.130618
0.0745052
0.0875388
0.101678
0.058894
0.116686
0.134672
0.158848
0.151443
0.148608
0.134792
0.119809
0.11035
0.0966151
0.105604
0.0863816
0.076762
0.0871003
0.0611465
0.0595956
0.0376804
0.00881527
0.0109501
0.0100517
0.00970301
0.0242212
0.0105672
0.0138871
0.0143021
0.0144326
0.00935647
0.00782273
0.00445149
0.00499268
0.00509536
0.0113587
0.00499696
0.0164284
0.0303882
0.0366408
0.0332781
0.0367349
0.0302898
0.0187065
0.0222468
0.0100495
0.0105073
0.0287304
0.0126464
0.00781845
0.0148968
0.0286534
0.0312588
0.0422196
0.0390452
0.0441726
0.0449384
0.0409811
0.0424442
0.0612898
0.0653498
0.065076
0.0631594
0.0743854
0.0660194
0.0945337
0.100095
0.154874
0.15032
0.155158
0.207402
0.21098
0.214356
0.287139
0.288938
0.287757
0.27026
0.274613
0.260122
0.261729
0.252351
0.00342472
0.0327284
0.0590651
0.0848585
0.0934406
0.0913849
0.0899796
0.0554094
0.0731982
0.0691147
0.07913
0.0714313
0.0812883
0.200567
0.270114
0.0171428
0.0086035
0.0259431
0.0406859
0.0512723
0.0637648
0.066552
0.0773267
0.0644514
0.0731276
0.0881891
0.0918812
0.100162
0.0547698
0.0503033
0.051114
0.0659103
0.0718677
0.0781139
0.0844072
0.0815515
0.0885314
0.0911625
0.102842
0.0890041
0.111565
0.108981
0.116896
0.0579378
0.0746742
0.0781096
0.0710613
0.0658739
0.00456272
0.0387029
0.0052344
0.0290855
0.0331092
0.0151235
0.0429747
0.0717864
0.0114485
0.00195943
0.0034183
0.0172263
0.0255324
0.0258255
0.029877
0.0315112
0.0541409
0.0093308
0.00883453
0.0101137
0.0127598
0.0171407
0.0119191
0.0130315
0.0112218
0.0153139
0.0157374
0.016161
0.0123919
0.00788262
0.0145631
0.0124411
0.0095276
0.0330856
0.0123726
0.00773288
0.0086634
0.00358729
0.0411158
0.00389532
0.00743555
0.0142679
0.015331
0.0283988
0.00884094
0.0162423
0.0118592
0.0100068
0.0281892
0.0234767
0.0123106
0.00870618
0.00784412
0.0143984
0.0117544
0.015716
0.0245805
0.0184327
0.0226104
0.0211259
0.0425362
0.0209633
0.0228714
0.0218467
0.0200092
0.0269678
0.0177289
0.0190103
0.018899
0.0173482
0.0146165
0.0149716
0.012471
0.0218831
0.0215173
0.0337167
0.0158572
0.0202317
0.0227666
0.0222489
0.0394431
0.0134593
0.0120197
0.0213783
0.0249613
0.0282277
0.0182937
0.0209398
0.0244885
0.024388
0.0351135
0.0208093
0.0133973
0.0190039
0.0148048
0.0295026
0.0168113
0.0113052
0.0186338
0.0182808
0.020728
0.0292652
0.032384
0.0327583
0.0321679
0.0309444
0.0244736
0.0207087
0.022204
0.0236329
0.0304224
0.0199001
0.0155898
0.014593
0.0162893
0.0388206
0.0151043
0.014424
0.0141267
0.0147128
0.0555506
0.0207323
0.0159792
0.0128967
0.0136839
0.0154936
0.0149075
0.0121266
0.0169139
0.0196092
0.0233762
0.0103832
0.0131106
0.0112667
0.0343948
0.0655038
0.0122678
0.0133866
0.12751
0.0990408
0.106665
0.109985
0.228406
0.224046
0.254379
0.265442
0.247134
0.323487
0.414979
0.291122
0.292754
0.316022
0.367341
0.553287
0.531458
0.588343
0.564689
0.464343
0.554703
0.549848
0.470835
0.542046
0.538356
0.466519
0.457643
0.457656
0.337333
0.482348
0.469421
0.413935
0.479084
0.486872
0.44713
0.38332
0.411342
0.409304
0.396931
0.414143
0.38147
0.376546
0.374171
0.350288
0.268424
0.417569
0.405672
0.16136
0.35257
0.0204884
0.23068
0.393686
0.347278
0.332668
0.252501
0.338281
0.302015
0.271229
0.279488
0.289375
0.293015
0.326982
0.293165
0.313123
0.307628
0.355927
0.332266
0.317703
0.396844
0.337336
0.225073
0.278957
0.290367
0.261859
0.257998
0.286412
0.261594
0.321098
0.314794
0.258362
0.266698
0.26935
0.224489
0.247399
0.185994
0.163278
0.147211
0.165244
0.179794
0.203329
0.232778
0.27233
0.266097
0.36465
0.360864
0.213627
0.216803
0.163182
0.288671
0.263731
0.280775
0.16051
0.138394
0.109122
0.103691
0.0609304
0.0416891
0.0229548
0.0238468
0.0233719
0.024773
0.025295
0.04121
0.0275603
0.0453192
0.0728346
0.105734
0.149128
0.147629
0.192877
0.274955
0.231559
0.176911
0.178365
0.167862
0.108847
0.0736988
0.0617305
0.0482476
0.0232885
0.0241784
0.0243966
0.022696
0.0245762
0.0299967
0.0661606
0.112962
0.0722506
0.0892972
0.0973274
0.178742
0.205156
0.178669
0.186982
0.0905143
0.112849
0.055972
0.170787
0.134452
0.114276
0.134666
0.130869
0.0720303
0.0470455
0.0746828
0.0316054
0.0474134
0.042241
0.038673
0.0400976
0.0399329
0.0426346
0.0455395
0.0503418
0.0477257
0.0400762
0.0510242
0.05182
0.0316203
0.0930641
0.128905
0.12873
0.148632
0.123758
0.177165
0.141849
0.099997
0.101683
0.0929658
0.0967883
0.0835173
0.0562607
0.0437341
0.0380163
0.0327519
0.0373189
0.0441277
0.0453748
0.046808
0.037043
0.0474519
0.0350729
0.0661991
0.0455139
0.118141
0.0869698
0.0670953
0.0581004
0.0601197
0.0136668
0.0167
0.0256223
0.0357745
0.048145
0.0820948
0.0795321
0.0668322
0.0509108
0.0382494
0.0101757
0.0278341
